,cust_id,transaction_type,transaction_date,subscription_type,customer_gender,age_group,customer_country,referral_type,price
4862,4863,initial,2022-02-01,BASIC,Female,55-65,Norway,TV,53
4863,4864,UPGRADE,2022-08-01,MAX,Female,55-65,Finland,Organic Search,119
4864,4865,CHURN,2021-07-01,MAX,Female,35-44,Finland,Missing referral type,109
4865,4866,CHURN,2022-01-01,BASIC,Female,45-54,Sweden,Missing referral type,53
4866,4867,UPGRADE,2022-10-01,PRO,Other,45-54,Denmark,Organic Search,85
4867,4868,initial,2022-11-01,PRO,Male,55-65,Norway,facebook,85
4868,4869,initial,2022-11-01,BASIC,Other,55-65,Denmark,Missing referral type,53
4869,4870,REDUCTION,2022-06-01,BASIC,Other,45-54,Sweden,Organic Search,53
4870,4871,initial,2022-05-01,BASIC,Other,25-34,Sweden,Missing referral type,53
4871,4872,initial,2022-04-01,BASIC,Other,45-54,Sweden,Missing referral type,53
4872,4873,CHURN,2021-09-01,MAX,Female,45-54,Finland,Missing referral type,109
4873,4874,initial,2022-11-01,BASIC,Other,35-44,Norway,Missing referral type,53
4874,4875,UPGRADE,2022-03-01,MAX,Female,18-24,Sweden,facebook,119
4875,4876,UPGRADE,2021-10-01,MAX,Female,55-65,Norway,Missing referral type,109
4876,4877,UPGRADE,2022-04-01,MAX,Other,35-44,Finland,Organic Search,119
4877,4878,initial,2022-09-01,PRO,Other,45-54,Norway,Missing referral type,85
4878,4879,REDUCTION,2021-08-01,PRO,Other,35-44,Sweden,Missing referral type,75
4879,4880,initial,2022-09-01,BASIC,Male,45-54,Denmark,Bing,53
4880,4881,CHURN,2021-11-01,PRO,Female,25-34,Denmark,Missing referral type,75
4881,4882,REDUCTION,2022-05-01,BASIC,Other,55-65,Sweden,Google Ads,53
4882,4883,REDUCTION,2022-03-01,BASIC,Male,55-65,Sweden,Missing referral type,53
4883,4884,UPGRADE,2022-05-01,MAX,Other,18-24,Sweden,Google Ads,119
4884,4885,CHURN,2022-03-01,PRO,Female,55-65,Finland,Missing referral type,85
4885,4886,initial,2022-07-01,BASIC,Male,45-54,Norway,Paid Search,53
4886,4887,initial,2022-06-01,PRO,Female,55-65,Sweden,facebook,85
4887,4888,CHURN,2021-04-01,BASIC,Male,18-24,Norway,Organic Search,43
4888,4889,UPGRADE,2022-08-01,PRO,Female,35-44,Sweden,facebook,85
4889,4890,REDUCTION,2022-03-01,PRO,Other,25-34,Sweden,Missing referral type,85
4890,4891,initial,2022-09-01,PRO,Male,25-34,Finland,Google Ads,85
4891,4892,CHURN,2022-11-01,BASIC,Male,18-24,Finland,facebook,53
4892,4893,initial,2022-12-01,PRO,Female,55-65,Sweden,Google Ads,85
4893,4894,initial,2022-07-01,BASIC,Male,18-24,Norway,Missing referral type,53
4894,4895,REDUCTION,2021-05-01,BASIC,Other,35-44,Sweden,Missing referral type,43
4895,4896,UPGRADE,2022-03-01,MAX,Other,18-24,Denmark,Missing referral type,119
4896,4897,initial,2022-11-01,PRO,Female,18-24,Sweden,TV,85
4897,4898,initial,2022-09-01,PRO,Male,18-24,Sweden,Missing referral type,85
4898,4899,initial,2022-03-01,BASIC,Male,35-44,Sweden,Missing referral type,53
4899,4900,initial,2022-12-01,BASIC,Female,45-54,Denmark,Google Ads,53
4900,4901,initial,2021-11-01,PRO,Other,18-24,Denmark,Google Ads,75
4901,4902,REDUCTION,2022-09-01,BASIC,Other,45-54,Finland,Missing referral type,53
4902,4903,initial,2022-03-01,BASIC,Other,18-24,Norway,facebook,53
4903,4904,UPGRADE,2022-02-01,MAX,Male,35-44,Sweden,Organic Search,119
4904,4905,UPGRADE,2022-06-01,MAX,Male,18-24,Sweden,facebook,119
4905,4906,initial,2022-03-01,MAX,Other,18-24,Finland,facebook,119
4906,4907,REDUCTION,2021-12-01,BASIC,Female,45-54,Finland,Missing referral type,43
4907,4908,initial,2022-10-01,PRO,Other,55-65,Sweden,Organic Search,85
4908,4909,initial,2021-09-01,MAX,Other,55-65,Sweden,Google Ads,109
4909,4910,initial,2022-12-01,BASIC,Other,45-54,Sweden,TV,53
4910,4911,REDUCTION,2021-03-01,BASIC,Female,35-44,Sweden,Missing referral type,43
4911,4912,CHURN,2022-02-01,MAX,Male,55-65,Norway,Organic Search,119
4912,4913,UPGRADE,2022-01-01,PRO,Other,45-54,Norway,facebook,85
4913,4914,REDUCTION,2022-11-01,BASIC,Other,25-34,Sweden,Missing referral type,53
4914,4915,initial,2022-07-01,BASIC,Male,18-24,Norway,Paid Search,53
4915,4916,UPGRADE,2022-10-01,MAX,Male,45-54,Denmark,Missing referral type,119
4916,4917,REDUCTION,2022-06-01,BASIC,Male,25-34,Finland,Paid Search,53
4917,4918,UPGRADE,2022-11-01,PRO,Other,35-44,Finland,facebook,85
4918,4919,initial,2022-07-01,MAX,Other,35-44,Sweden,Paid Search,119
4919,4920,initial,2022-09-01,PRO,Male,35-44,Sweden,Missing referral type,85
4920,4921,initial,2021-10-01,BASIC,Male,45-54,Denmark,Missing referral type,43
4921,4922,UPGRADE,2020-07-01,MAX,Female,55-65,Denmark,Missing referral type,99
4922,4923,UPGRADE,2022-10-01,MAX,Male,45-54,Norway,Paid Search,119
4923,4924,REDUCTION,2022-09-01,BASIC,Other,55-65,Sweden,Paid Search,53
4924,4925,initial,2022-09-01,BASIC,Male,55-65,Denmark,Missing referral type,53
4925,4926,initial,2022-08-01,MAX,Other,18-24,Sweden,Missing referral type,119
4926,4927,UPGRADE,2022-08-01,MAX,Other,35-44,Sweden,Bing,119
4927,4928,CHURN,2022-06-01,PRO,Female,35-44,Denmark,Missing referral type,85
4928,4929,initial,2022-11-01,PRO,Other,18-24,Sweden,Missing referral type,85
4929,4930,initial,2022-10-01,BASIC,Female,25-34,Norway,facebook,53
4930,4931,initial,2021-11-01,PRO,Other,55-65,Norway,Missing referral type,75
4931,4932,REDUCTION,2022-02-01,BASIC,Male,55-65,Finland,Organic Search,53
4932,4933,REDUCTION,2022-04-01,PRO,Other,35-44,Sweden,facebook,85
4933,4934,UPGRADE,2022-06-01,MAX,Other,25-34,Denmark,Missing referral type,119
4934,4935,UPGRADE,2022-02-01,MAX,Female,25-34,Sweden,Organic Search,119
4935,4936,initial,2022-03-01,PRO,Female,35-44,Norway,facebook,85
4936,4937,UPGRADE,2022-11-01,PRO,Female,55-65,Sweden,Missing referral type,85
4937,4938,CHURN,2022-03-01,PRO,Female,25-34,Finland,Organic Search,85
4938,4939,REDUCTION,2022-07-01,PRO,Female,55-65,Denmark,facebook,85
4939,4940,initial,2022-06-01,BASIC,Other,18-24,Denmark,Missing referral type,53
4940,4941,CHURN,2022-05-01,PRO,Other,45-54,Sweden,Display,85
4941,4942,UPGRADE,2022-06-01,MAX,Female,35-44,Finland,Missing referral type,119
4942,4943,REDUCTION,2021-10-01,BASIC,Other,35-44,Finland,Missing referral type,43
4943,4944,,2020-12-01,MAX,Other,18-24,Finland,Missing referral type,99
4944,4945,CHURN,2022-07-01,MAX,Male,25-34,Sweden,Missing referral type,119
4945,4946,initial,2022-08-01,PRO,Other,25-34,Finland,TV,85
4946,4947,REDUCTION,2022-02-01,BASIC,Other,25-34,Norway,Missing referral type,53
4947,4948,CHURN,2021-12-01,MAX,Other,35-44,Finland,Missing referral type,109
4948,4949,CHURN,2021-10-01,MAX,Female,45-54,Finland,Missing referral type,109
4949,4950,initial,2022-12-01,PRO,Other,45-54,Finland,Missing referral type,85
4950,4951,initial,2022-03-01,BASIC,Male,25-34,Norway,Missing referral type,53
4951,4952,CHURN,2022-10-01,PRO,Female,55-65,Finland,Organic Search,85
4952,4953,initial,2022-11-01,BASIC,Female,18-24,Denmark,Google Ads,53
4953,4954,initial,2022-08-01,BASIC,Other,25-34,Sweden,facebook,53
4954,4955,initial,2022-11-01,BASIC,Female,55-65,Norway,Google Ads,53
4955,4956,initial,2022-07-01,BASIC,Female,18-24,Sweden,Missing referral type,53
4956,4957,initial,2020-11-01,BASIC,Other,35-44,Sweden,Paid Search,33
4957,4958,CHURN,2022-08-01,PRO,Male,35-44,Finland,Display,85
4958,4959,REDUCTION,2021-03-01,BASIC,Other,25-34,Denmark,facebook,43
4959,4960,REDUCTION,2021-02-01,BASIC,Female,25-34,Norway,Missing referral type,43
4960,4961,UPGRADE,2022-11-01,MAX,Male,55-65,Denmark,Missing referral type,119
4961,4962,UPGRADE,2022-06-01,MAX,Male,35-44,Denmark,Organic Search,119
4962,4963,CHURN,2022-11-01,PRO,Other,35-44,Finland,Paid Search,85
4963,4964,REDUCTION,2022-09-01,BASIC,Other,25-34,Sweden,Organic Search,53
4964,4965,REDUCTION,2022-04-01,BASIC,Other,55-65,Sweden,Bing,53
4965,4966,UPGRADE,2021-06-01,PRO,Female,55-65,Denmark,Bing,75
4966,4967,CHURN,2022-06-01,MAX,Male,55-65,Finland,Missing referral type,119
4967,4968,REDUCTION,2021-12-01,BASIC,Other,25-34,Sweden,facebook,43
4968,4969,CHURN,2022-04-01,MAX,Male,25-34,Denmark,Missing referral type,119
4969,4970,CHURN,2022-02-01,BASIC,Female,45-54,Finland,Missing referral type,53
4970,4971,CHURN,2021-11-01,MAX,Male,18-24,Sweden,TV,109
4971,4972,UPGRADE,2021-05-01,MAX,Female,18-24,Finland,Missing referral type,109
4972,4973,initial,2022-08-01,BASIC,Female,18-24,Sweden,Organic Search,53
4973,4974,UPGRADE,2022-07-01,MAX,Other,35-44,Denmark,Missing referral type,119
4974,4975,UPGRADE,2022-07-01,MAX,Female,45-54,Denmark,Missing referral type,119
4975,4976,CHURN,2021-07-01,MAX,Female,25-34,Finland,facebook,109
4976,4977,initial,2022-10-01,PRO,Other,55-65,Sweden,Organic Search,85
4977,4978,REDUCTION,2021-07-01,BASIC,Other,35-44,Sweden,Google Ads,43
4978,4979,initial,2022-03-01,BASIC,Male,18-24,Sweden,Missing referral type,53
4979,4980,initial,2022-04-01,PRO,Male,45-54,Denmark,Missing referral type,85
4980,4981,UPGRADE,2022-01-01,MAX,Other,55-65,Sweden,facebook,119
4981,4982,initial,2021-08-01,BASIC,Female,55-65,Sweden,Bing,43
4982,4983,REDUCTION,2022-11-01,BASIC,Female,45-54,Denmark,Missing referral type,53
4983,4984,UPGRADE,2022-06-01,PRO,Female,25-34,Sweden,Missing referral type,85
4984,4985,UPGRADE,2021-07-01,MAX,Female,18-24,Norway,Organic Search,109
4985,4986,UPGRADE,2021-05-01,MAX,Other,18-24,Sweden,facebook,109
4986,4987,initial,2022-03-01,MAX,Other,55-65,Sweden,facebook,119
4987,4988,CHURN,2021-08-01,MAX,Other,35-44,Finland,Missing referral type,109
4988,4989,initial,2021-11-01,BASIC,Other,18-24,Sweden,Missing referral type,43
4989,4990,CHURN,2021-11-01,MAX,Other,18-24,Finland,Missing referral type,109
4990,4991,REDUCTION,2021-10-01,BASIC,Male,35-44,Denmark,Organic Search,43
4991,4992,UPGRADE,2022-11-01,MAX,Other,25-34,Finland,Missing referral type,119
4992,4993,CHURN,2022-04-01,MAX,Other,18-24,Norway,Missing referral type,119
4993,4994,CHURN,2022-06-01,MAX,Male,35-44,Norway,Missing referral type,119
4994,4995,CHURN,2021-07-01,MAX,Female,18-24,Finland,Missing referral type,109
4995,4996,initial,2022-05-01,MAX,Other,45-54,Finland,Google Ads,119
4996,4997,UPGRADE,2022-06-01,PRO,Male,55-65,Norway,Organic Search,85
4997,4998,REDUCTION,2022-04-01,BASIC,Female,35-44,Denmark,Organic Search,53
4998,4999,initial,2022-02-01,BASIC,Other,45-54,Sweden,facebook,53
4999,5000,UPGRADE,2022-07-01,MAX,Other,25-34,Norway,Missing referral type,119
5000,5001,UPGRADE,2022-09-01,MAX,Female,25-34,Sweden,Missing referral type,119
5001,5002,CHURN,2021-05-01,PRO,Male,45-54,Denmark,Missing referral type,75
5002,5003,UPGRADE,2021-02-01,MAX,Female,35-44,Sweden,Missing referral type,109
5003,5004,CHURN,2022-11-01,BASIC,Male,55-65,Denmark,Paid Search,53
5004,5005,initial,2022-03-01,PRO,Other,35-44,Finland,Missing referral type,85
5005,5006,CHURN,2022-07-01,MAX,Other,18-24,Denmark,Paid Search,119
5006,5007,initial,2021-11-01,PRO,Female,25-34,Finland,Bing,75
5007,5008,UPGRADE,2021-05-01,PRO,Male,45-54,Denmark,Google Ads,75
5008,5009,UPGRADE,2021-06-01,MAX,Male,35-44,Sweden,Google Ads,109
5009,5010,initial,2022-08-01,PRO,Other,45-54,Denmark,Paid Search,85
5010,5011,UPGRADE,2022-06-01,MAX,Female,45-54,Sweden,Missing referral type,119
5011,5012,initial,2020-07-01,BASIC,Male,18-24,Denmark,Organic Search,33
5012,5013,initial,2022-12-01,PRO,Other,18-24,Finland,Google Ads,85
5013,5014,UPGRADE,2021-12-01,MAX,Male,18-24,Denmark,Missing referral type,109
5014,5015,CHURN,2022-11-01,PRO,Other,25-34,Denmark,facebook,85
5015,5016,UPGRADE,2021-06-01,MAX,Other,18-24,Norway,Missing referral type,109
5016,5017,initial,2021-12-01,BASIC,Male,18-24,Norway,Missing referral type,43
5017,5018,initial,2022-09-01,BASIC,Female,55-65,Finland,Missing referral type,53
5018,5019,UPGRADE,2022-03-01,MAX,Other,45-54,Norway,Missing referral type,119
5019,5020,UPGRADE,2021-10-01,MAX,Other,18-24,Norway,TV,109
5020,5021,CHURN,2022-10-01,MAX,Other,25-34,Finland,Organic Search,119
5021,5022,initial,2021-01-01,BASIC,Other,55-65,Finland,Missing referral type,43
5022,5023,UPGRADE,2021-04-01,PRO,Other,25-34,Sweden,TV,75
5023,5024,REDUCTION,2021-10-01,BASIC,Other,55-65,Denmark,Organic Search,43
5024,5025,REDUCTION,2022-05-01,PRO,Other,55-65,Norway,Display,85
5025,5026,CHURN,2022-11-01,PRO,Other,55-65,Sweden,facebook,85
5026,5027,REDUCTION,2022-09-01,PRO,Other,35-44,Denmark,Missing referral type,85
5027,5028,,2021-07-01,MAX,Female,45-54,Denmark,Paid Search,109
5028,5029,initial,2022-03-01,BASIC,Male,18-24,Sweden,Paid Search,53
5029,5030,REDUCTION,2022-10-01,PRO,Other,55-65,Norway,facebook,85
5030,5031,initial,2022-08-01,PRO,Male,45-54,Sweden,Paid Search,85
5031,5032,initial,2021-07-01,PRO,Female,35-44,Sweden,Organic Search,75
5032,5033,UPGRADE,2022-04-01,MAX,Other,55-65,Norway,Missing referral type,119
5033,5034,REDUCTION,2022-07-01,PRO,Other,35-44,Sweden,facebook,85
5034,5035,REDUCTION,2022-01-01,BASIC,Other,35-44,Sweden,Missing referral type,53
5035,5036,initial,2022-08-01,BASIC,Female,35-44,Sweden,facebook,53
5036,5037,REDUCTION,2022-03-01,BASIC,Other,35-44,Finland,facebook,53
5037,5038,CHURN,2022-11-01,PRO,Female,55-65,Denmark,Missing referral type,85
5038,5039,UPGRADE,2022-10-01,MAX,Male,25-34,Norway,Organic Search,119
5039,5040,REDUCTION,2022-11-01,BASIC,Female,25-34,Norway,Missing referral type,53
5040,5041,initial,2020-08-01,BASIC,Other,25-34,Sweden,Missing referral type,33
5041,5042,UPGRADE,2022-04-01,MAX,Male,18-24,Norway,Missing referral type,119
5042,5043,UPGRADE,2021-07-01,MAX,Female,18-24,Norway,Missing referral type,109
5043,5044,CHURN,2022-06-01,PRO,Other,55-65,Finland,Missing referral type,85
5044,5045,REDUCTION,2021-05-01,BASIC,Other,18-24,Sweden,Missing referral type,43
5045,5046,UPGRADE,2022-11-01,MAX,Female,45-54,Sweden,Missing referral type,119
5046,5047,REDUCTION,2022-04-01,BASIC,Male,55-65,Finland,Missing referral type,53
5047,5048,REDUCTION,2021-08-01,PRO,Female,25-34,Sweden,Bing,75
5048,5049,REDUCTION,2021-07-01,PRO,Other,25-34,Denmark,Missing referral type,75
5049,5050,UPGRADE,2021-09-01,MAX,Male,45-54,Sweden,Missing referral type,109
5050,5051,REDUCTION,2022-11-01,BASIC,Other,18-24,Sweden,facebook,53
5051,5052,UPGRADE,2022-03-01,MAX,Male,18-24,Finland,facebook,119
5052,5053,initial,2022-01-01,MAX,Other,35-44,Sweden,Google Ads,119
5053,5054,REDUCTION,2020-07-01,PRO,Other,55-65,Sweden,Paid Search,65
5054,5055,UPGRADE,2022-11-01,MAX,Other,18-24,Sweden,facebook,119
5055,5056,,2022-09-01,MAX,Female,18-24,Finland,facebook,119
5056,5057,initial,2021-10-01,PRO,Male,55-65,Sweden,facebook,75
5057,5058,REDUCTION,2022-06-01,BASIC,Female,45-54,Norway,Missing referral type,53
5058,5059,initial,2022-01-01,PRO,Other,55-65,Sweden,Missing referral type,85
5059,5060,REDUCTION,2021-08-01,PRO,Other,25-34,Sweden,Google Ads,75
5060,5061,initial,2022-09-01,BASIC,Other,18-24,Sweden,Organic Search,53
5061,5062,initial,2022-11-01,BASIC,Male,18-24,Denmark,Missing referral type,53
5062,5063,REDUCTION,2022-11-01,BASIC,Male,55-65,Finland,Google Ads,53
5063,5064,initial,2020-09-01,BASIC,Other,18-24,Norway,facebook,33
5064,5065,UPGRADE,2022-11-01,MAX,Female,25-34,Sweden,Missing referral type,119
5065,5066,initial,2021-10-01,PRO,Male,18-24,Sweden,Missing referral type,75
5066,5067,CHURN,2022-07-01,MAX,Other,45-54,Finland,Paid Search,119
5067,5068,REDUCTION,2022-04-01,PRO,Other,55-65,Finland,Paid Search,85
5068,5069,initial,2022-05-01,PRO,Male,55-65,Finland,Missing referral type,85
5069,5070,initial,2022-11-01,PRO,Female,35-44,Sweden,Missing referral type,85
5070,5071,REDUCTION,2022-11-01,PRO,Other,55-65,Denmark,Paid Search,85
5071,5072,UPGRADE,2022-06-01,PRO,Male,45-54,Norway,Missing referral type,85
5072,5073,initial,2020-02-01,BASIC,Male,18-24,Sweden,facebook,33
5073,5074,REDUCTION,2022-09-01,BASIC,Other,45-54,Sweden,facebook,53
5074,5075,UPGRADE,2022-11-01,MAX,Female,18-24,Sweden,TV,119
5075,5076,UPGRADE,2022-09-01,MAX,Male,55-65,Sweden,Missing referral type,119
5076,5077,initial,2022-03-01,BASIC,Female,25-34,Norway,Missing referral type,53
5077,5078,UPGRADE,2022-07-01,MAX,Other,25-34,Finland,Google Ads,119
5078,5079,UPGRADE,2022-05-01,MAX,Male,45-54,Denmark,facebook,119
5079,5080,REDUCTION,2021-08-01,PRO,Female,45-54,Norway,Google Ads,75
5080,5081,UPGRADE,2022-03-01,MAX,Male,45-54,Denmark,Missing referral type,119
5081,5082,UPGRADE,2021-05-01,MAX,Female,35-44,Denmark,facebook,109
5082,5083,REDUCTION,2021-10-01,BASIC,Other,45-54,Sweden,Missing referral type,43
5083,5084,initial,2022-05-01,BASIC,Other,18-24,Sweden,Organic Search,53
5084,5085,CHURN,2021-10-01,BASIC,Other,18-24,Denmark,Google Ads,43
5085,5086,UPGRADE,2022-06-01,PRO,Male,18-24,Norway,Organic Search,85
5086,5087,REDUCTION,2022-09-01,BASIC,Other,18-24,Finland,TV,53
5087,5088,REDUCTION,2022-08-01,BASIC,Other,25-34,Sweden,facebook,53
5088,5089,UPGRADE,2021-04-01,MAX,Other,35-44,Sweden,Organic Search,109
5089,5090,UPGRADE,2022-03-01,MAX,Female,18-24,Norway,Paid Search,119
5090,5091,UPGRADE,2022-08-01,MAX,Male,18-24,Denmark,Organic Search,119
5091,5092,REDUCTION,2022-10-01,PRO,Other,25-34,Finland,Paid Search,85
5092,5093,CHURN,2022-01-01,MAX,Female,55-65,Finland,Missing referral type,119
5093,5094,initial,2021-11-01,MAX,Other,45-54,Finland,Missing referral type,109
5094,5095,CHURN,2022-05-01,MAX,Other,18-24,Sweden,Google Ads,119
5095,5096,REDUCTION,2020-05-01,BASIC,Male,18-24,Finland,Paid Search,33
5096,5097,REDUCTION,2021-10-01,BASIC,Other,25-34,Sweden,Google Ads,43
5097,5098,initial,2022-07-01,PRO,Male,25-34,Sweden,facebook,85
5098,5099,initial,2022-09-01,BASIC,Male,55-65,Sweden,Organic Search,53
5099,5100,REDUCTION,2021-07-01,PRO,Female,55-65,Norway,Missing referral type,75
5100,5101,REDUCTION,2022-05-01,PRO,Female,35-44,Denmark,Missing referral type,85
5101,5102,initial,2022-09-01,MAX,Female,25-34,Denmark,Google Ads,119
5102,5103,initial,2022-09-01,BASIC,Female,18-24,Sweden,facebook,53
5103,5104,REDUCTION,2021-02-01,PRO,Other,45-54,Norway,Bing,75
5104,5105,UPGRADE,2022-03-01,MAX,Male,55-65,Sweden,Missing referral type,119
5105,5106,UPGRADE,2021-06-01,MAX,Male,55-65,Denmark,Display,109
5106,5107,REDUCTION,2020-05-01,BASIC,Other,25-34,Sweden,Google Ads,33
5107,5108,initial,2022-05-01,BASIC,Other,45-54,Denmark,Missing referral type,53
5108,5109,REDUCTION,2021-10-01,PRO,Other,25-34,Norway,Missing referral type,75
5109,5110,CHURN,2021-01-01,MAX,Male,45-54,Sweden,Google Ads,109
5110,5111,initial,2022-11-01,BASIC,Female,18-24,Sweden,Google Ads,53
5111,5112,REDUCTION,2022-05-01,BASIC,Male,18-24,Sweden,Missing referral type,53
5112,5113,initial,2022-12-01,PRO,Male,25-34,Finland,Organic Search,85
5113,5114,REDUCTION,2022-07-01,BASIC,Male,25-34,Sweden,Organic Search,53
5114,5115,initial,2021-11-01,BASIC,Male,25-34,Sweden,Missing referral type,43
5115,5116,initial,2022-05-01,PRO,Other,35-44,Sweden,Google Ads,85
5116,5117,UPGRADE,2022-07-01,MAX,Other,18-24,Denmark,Paid Search,119
5117,5118,initial,2021-02-01,BASIC,Other,45-54,Norway,Display,43
5118,5119,initial,2022-04-01,PRO,Female,18-24,Sweden,Paid Search,85
5119,5120,UPGRADE,2022-07-01,PRO,Male,55-65,Norway,Missing referral type,85
5120,5121,CHURN,2022-05-01,MAX,Other,55-65,Finland,facebook,119
5121,5122,REDUCTION,2021-10-01,BASIC,Male,18-24,Sweden,Missing referral type,43
5122,5123,REDUCTION,2020-07-01,PRO,Other,25-34,Sweden,facebook,65
5123,5124,initial,2022-11-01,BASIC,Other,18-24,Sweden,Organic Search,53
5124,5125,UPGRADE,2022-04-01,MAX,Other,25-34,Sweden,Google Ads,119
5125,5126,CHURN,2021-10-01,BASIC,Other,25-34,Sweden,Missing referral type,43
5126,5127,UPGRADE,2022-08-01,MAX,Male,35-44,Norway,Missing referral type,119
5127,5128,initial,2021-12-01,MAX,Other,55-65,Sweden,Paid Search,109
5128,5129,REDUCTION,2022-06-01,BASIC,Male,45-54,Denmark,facebook,53
5129,5130,REDUCTION,2022-04-01,BASIC,Other,25-34,Sweden,facebook,53
5130,5131,REDUCTION,2022-11-01,BASIC,Male,25-34,Denmark,Missing referral type,53
5131,5132,REDUCTION,2021-05-01,BASIC,Female,18-24,Sweden,facebook,43
5132,5133,UPGRADE,2022-01-01,MAX,Female,55-65,Finland,Missing referral type,119
5133,5134,CHURN,2022-02-01,PRO,Female,25-34,Sweden,Google Ads,85
5134,5135,UPGRADE,2022-05-01,MAX,Other,45-54,Norway,Missing referral type,119
5135,5136,CHURN,2021-12-01,PRO,Male,25-34,Norway,Missing referral type,75
5136,5137,initial,2022-02-01,BASIC,Female,35-44,Sweden,Missing referral type,53
5137,5138,initial,2022-02-01,BASIC,Male,18-24,Sweden,Paid Search,53
5138,5139,REDUCTION,2021-07-01,PRO,Other,45-54,Sweden,Missing referral type,75
5139,5140,CHURN,2021-12-01,PRO,Male,25-34,Finland,Missing referral type,75
5140,5141,UPGRADE,2021-10-01,MAX,Female,18-24,Sweden,facebook,109
5141,5142,REDUCTION,2022-11-01,BASIC,Other,18-24,Norway,facebook,53
5142,5143,REDUCTION,2022-08-01,BASIC,Other,35-44,Finland,Missing referral type,53
5143,5144,UPGRADE,2022-08-01,PRO,Female,35-44,Norway,Organic Search,85
5144,5145,initial,2022-12-01,PRO,Other,45-54,Sweden,Missing referral type,85
5145,5146,REDUCTION,2022-01-01,BASIC,Female,35-44,Norway,Paid Search,53
5146,5147,initial,2021-09-01,BASIC,Other,18-24,Sweden,facebook,43
5147,5148,initial,2022-01-01,PRO,Male,35-44,Sweden,Missing referral type,85
5148,5149,REDUCTION,2022-06-01,BASIC,Female,55-65,Sweden,Organic Search,53
5149,5150,initial,2022-01-01,BASIC,Female,18-24,Finland,Google Ads,53
5150,5151,initial,2022-07-01,PRO,Female,25-34,Norway,Organic Search,85
5151,5152,initial,2022-12-01,PRO,Other,25-34,Denmark,Missing referral type,85
5152,5153,initial,2022-02-01,BASIC,Female,25-34,Finland,Missing referral type,53
5153,5154,CHURN,2022-11-01,PRO,Female,25-34,Finland,Paid Search,85
5154,5155,UPGRADE,2021-10-01,MAX,Male,25-34,Sweden,Google Ads,109
5155,5156,UPGRADE,2022-11-01,MAX,Other,55-65,Finland,Missing referral type,119
5156,5157,CHURN,2022-04-01,MAX,Other,25-34,Denmark,facebook,119
5157,5158,UPGRADE,2022-02-01,MAX,Female,55-65,Sweden,Organic Search,119
5158,5159,CHURN,2020-12-01,BASIC,Male,45-54,Norway,Organic Search,33
5159,5160,REDUCTION,2021-12-01,PRO,Other,55-65,Denmark,facebook,75
5160,5161,UPGRADE,2020-12-01,MAX,Female,45-54,Sweden,Paid Search,99
5161,5162,initial,2022-12-01,BASIC,Male,45-54,Denmark,facebook,53
5162,5163,UPGRADE,2022-05-01,MAX,Male,18-24,Finland,Missing referral type,119
5163,5164,CHURN,2022-04-01,BASIC,Male,25-34,Sweden,Missing referral type,53
5164,5165,UPGRADE,2022-09-01,MAX,Female,35-44,Finland,Google Ads,119
5165,5166,REDUCTION,2022-03-01,PRO,Female,18-24,Sweden,Google Ads,85
5166,5167,REDUCTION,2022-03-01,BASIC,Male,45-54,Sweden,Display,53
5167,5168,UPGRADE,2022-07-01,MAX,Male,55-65,Sweden,Missing referral type,119
5168,5169,REDUCTION,2022-10-01,BASIC,Female,45-54,Denmark,Bing,53
5169,5170,UPGRADE,2022-07-01,MAX,Other,18-24,Norway,Google Ads,119
5170,5171,initial,2022-10-01,BASIC,Male,35-44,Sweden,Missing referral type,53
5171,5172,initial,2022-11-01,BASIC,Other,25-34,Sweden,Missing referral type,53
5172,5173,initial,2022-07-01,PRO,Other,18-24,Finland,Missing referral type,85
5173,5174,initial,2022-11-01,MAX,Female,35-44,Norway,Organic Search,119
5174,5175,initial,2022-10-01,PRO,Male,35-44,Norway,Organic Search,85
5175,5176,UPGRADE,2022-10-01,PRO,Other,45-54,Finland,Paid Search,85
5176,5177,REDUCTION,2022-04-01,BASIC,Other,55-65,Denmark,Google Ads,53
5177,5178,UPGRADE,2022-05-01,MAX,Male,35-44,Denmark,Missing referral type,119
5178,5179,UPGRADE,2021-08-01,PRO,Other,35-44,Sweden,Missing referral type,75
5179,5180,initial,2021-06-01,BASIC,Female,18-24,Norway,Organic Search,43
5180,5181,CHURN,2022-08-01,BASIC,Female,35-44,Denmark,Google Ads,53
5181,5182,UPGRADE,2021-05-01,MAX,Male,18-24,Denmark,Missing referral type,109
5182,5183,initial,2021-06-01,MAX,Other,25-34,Sweden,facebook,109
5183,5184,CHURN,2021-12-01,BASIC,Female,18-24,Finland,Missing referral type,43
5184,5185,REDUCTION,2021-10-01,BASIC,Other,55-65,Denmark,facebook,43
5185,5186,UPGRADE,2022-04-01,PRO,Female,45-54,Norway,TV,85
5186,5187,CHURN,2022-09-01,MAX,Other,35-44,Finland,Google Ads,119
5187,5188,initial,2022-05-01,PRO,Female,55-65,Sweden,Missing referral type,85
5188,5189,UPGRADE,2022-10-01,PRO,Male,45-54,Finland,Missing referral type,85
5189,5190,REDUCTION,2022-01-01,PRO,Other,25-34,Denmark,Organic Search,85
5190,5191,UPGRADE,2020-08-01,MAX,Male,25-34,Norway,Organic Search,99
5191,5192,REDUCTION,2021-05-01,BASIC,Other,35-44,Sweden,Missing referral type,43
